date,Chelsea Football Club,Chelsea,isPartial
2015-09-26 16:56:00,0,63,False
2015-09-26 17:04:00,0,63,False
2015-09-26 17:12:00,0,75,False
2015-09-26 17:20:00,0,72,False
2015-09-26 17:28:00,0,71,False
2015-09-26 17:36:00,0,79,False
2015-09-26 17:44:00,0,90,False
2015-09-26 17:52:00,0,93,False
2015-09-26 18:00:00,0,90,False
2015-09-26 18:08:00,0,100,False
2015-09-26 18:16:00,0,100,False
2015-09-26 18:24:00,0,97,False
2015-09-26 18:32:00,0,82,False
2015-09-26 18:40:00,0,68,False
2015-09-26 18:48:00,0,62,False
2015-09-26 18:56:00,0,55,False
2015-09-26 19:04:00,0,49,False
2015-09-26 19:12:00,0,45,False
2015-09-26 19:20:00,0,42,False
2015-09-26 19:28:00,0,41,False
2015-09-26 19:36:00,0,40,False
2015-09-26 19:44:00,0,39,False
2015-09-26 19:52:00,0,37,False
2015-09-26 20:00:00,0,38,False
2015-09-26 20:08:00,0,33,False
2015-09-26 20:16:00,0,31,False
2015-09-26 20:24:00,0,32,False
2015-09-26 20:32:00,0,31,False
2015-09-26 20:40:00,0,29,False
2015-09-26 20:48:00,0,27,False
2015-09-26 20:56:00,0,31,False
2015-10-03 15:04:00,0,22,False
2015-10-03 15:12:00,0,24,False
2015-10-03 15:20:00,0,25,False
2015-10-03 15:28:00,0,28,False
2015-10-03 15:36:00,0,30,False
2015-10-03 15:44:00,0,30,False
2015-10-03 15:52:00,0,34,False
2015-10-03 16:00:00,0,36,False
2015-10-03 16:08:00,0,36,False
2015-10-03 16:16:00,0,39,False
2015-10-03 16:24:00,0,46,False
2015-10-03 16:32:00,0,52,False
2015-10-03 16:40:00,0,57,False
2015-10-03 16:48:00,0,53,False
2015-10-03 16:56:00,0,49,False
2015-10-03 17:04:00,0,48,False
2015-10-03 17:12:00,0,55,False
2015-10-03 17:20:00,0,52,False
2015-10-03 17:28:00,0,52,False
2015-10-03 17:36:00,0,60,False
2015-10-03 17:44:00,0,68,False
2015-10-03 17:52:00,0,76,False
2015-10-03 18:00:00,0,91,False
2015-10-03 18:08:00,0,87,False
2015-10-03 18:16:00,0,90,False
2015-10-03 18:24:00,0,100,False
2015-10-03 18:32:00,0,83,False
2015-10-03 18:40:00,0,74,False
2015-10-03 18:48:00,0,71,False
2015-10-03 18:56:00,0,62,False
2015-10-03 19:04:00,0,59,False
2015-10-03 19:12:00,0,53,False
2015-10-03 19:20:00,0,51,False
2015-10-03 19:28:00,0,48,False
2015-10-03 19:36:00,0,47,False
2015-10-03 19:44:00,0,47,False
2015-10-03 19:52:00,0,44,False
2015-10-03 20:00:00,0,40,False
2015-10-03 20:08:00,0,38,False
2015-10-03 20:16:00,0,38,False
2015-10-03 20:24:00,0,35,False
2015-10-03 20:32:00,0,35,False
2015-10-03 20:40:00,0,35,False
2015-10-03 20:48:00,0,36,False
2015-10-03 20:56:00,0,35,False
2015-10-17 13:04:00,0,48,False
2015-10-17 13:12:00,0,46,False
2015-10-17 13:20:00,0,46,False
2015-10-17 13:28:00,0,50,False
2015-10-17 13:36:00,0,61,False
2015-10-17 13:44:00,0,70,False
2015-10-17 13:52:00,0,81,False
2015-10-17 14:00:00,0,100,False
2015-10-17 14:08:00,0,92,False
2015-10-17 14:16:00,0,90,False
2015-10-17 14:24:00,0,90,False
2015-10-17 14:32:00,0,88,False
2015-10-17 14:40:00,0,83,False
2015-10-17 14:48:00,0,87,False
2015-10-17 14:56:00,0,77,False
2015-10-17 15:04:00,0,81,False
2015-10-17 15:12:00,0,87,False
2015-10-17 15:20:00,0,86,False
2015-10-17 15:28:00,0,84,False
2015-10-17 15:36:00,0,82,False
2015-10-17 15:44:00,0,82,False
2015-10-17 15:52:00,0,91,False
2015-10-17 16:00:00,0,81,False
2015-10-17 16:08:00,0,70,False
2015-10-17 16:16:00,0,66,False
2015-10-17 16:24:00,0,62,False
2015-10-17 16:32:00,0,57,False
2015-10-17 16:40:00,0,54,False
2015-10-17 16:48:00,0,50,False
2015-10-17 16:56:00,0,52,False
2015-10-17 17:04:00,0,49,False
2015-10-17 17:12:00,0,48,False
2015-10-17 17:20:00,0,47,False
2015-10-17 17:28:00,0,46,False
2015-10-17 17:36:00,0,45,False
2015-10-17 17:44:00,0,41,False
2015-10-17 17:52:00,0,45,False
2015-10-17 18:00:00,0,46,False
2015-10-17 18:08:00,0,44,False
2015-10-17 18:16:00,0,43,False
2015-10-17 18:24:00,0,44,False
2015-10-17 18:32:00,0,41,False
2015-10-17 18:40:00,0,41,False
2015-10-17 18:48:00,0,40,False
2015-10-17 18:56:00,0,40,False
2015-10-24 13:04:00,0,0,False
2015-10-24 13:12:00,0,0,False
2015-10-24 13:20:00,0,0,False
2015-10-24 13:28:00,0,0,False
2015-10-24 13:36:00,0,0,False
2015-10-24 13:44:00,0,0,False
2015-10-24 13:52:00,0,0,False
2015-10-24 14:00:00,0,0,False
2015-10-24 14:08:00,0,0,False
2015-10-24 14:16:00,0,0,False
2015-10-24 14:24:00,0,0,False
2015-10-24 14:32:00,0,0,False
2015-10-24 14:40:00,0,0,False
2015-10-24 14:48:00,0,0,False
2015-10-24 14:56:00,0,0,False
2015-10-24 15:04:00,0,0,False
2015-10-24 15:12:00,0,0,False
2015-10-24 15:20:00,0,0,False
2015-10-24 15:28:00,0,0,False
2015-10-24 15:36:00,0,0,False
2015-10-24 15:44:00,0,0,False
2015-10-24 15:52:00,0,0,False
2015-10-24 16:00:00,0,0,False
2015-10-24 16:08:00,0,0,False
2015-10-24 16:16:00,0,0,False
2015-10-24 16:24:00,0,0,False
2015-10-24 16:32:00,0,0,False
2015-10-24 16:40:00,0,0,False
2015-10-24 16:48:00,0,0,False
2015-10-24 16:56:00,0,100,False
2015-10-24 17:04:00,0,93,False
2015-10-24 17:12:00,0,94,False
2015-10-24 17:20:00,0,96,False
2015-10-24 17:28:00,0,87,False
2015-10-24 17:36:00,0,81,False
2015-10-24 17:44:00,0,79,False
2015-10-24 17:52:00,0,78,False
2015-10-24 18:00:00,0,76,False
2015-10-24 18:08:00,0,72,False
2015-10-24 18:16:00,0,76,False
2015-10-24 18:24:00,0,91,False
2015-10-24 18:32:00,0,79,False
2015-10-24 18:40:00,1,77,False
2015-10-24 18:48:00,0,78,False
2015-10-24 18:56:00,0,75,False
2015-10-31 10:00:00,0,16,False
2015-10-31 10:08:00,0,17,False
2015-10-31 10:16:00,0,17,False
2015-10-31 10:24:00,0,18,False
2015-10-31 10:32:00,0,18,False
2015-10-31 10:40:00,0,19,False
2015-10-31 10:48:00,0,20,False
2015-10-31 10:56:00,0,21,False
2015-10-31 11:04:00,0,23,False
2015-10-31 11:12:00,0,23,False
2015-10-31 11:20:00,0,25,False
2015-10-31 11:28:00,0,28,False
2015-10-31 11:36:00,0,30,False
2015-10-31 11:44:00,0,34,False
2015-10-31 11:52:00,0,34,False
2015-10-31 12:00:00,0,37,False
2015-10-31 12:08:00,0,36,False
2015-10-31 12:16:00,0,39,False
2015-10-31 12:24:00,0,45,False
2015-10-31 12:32:00,0,52,False
2015-10-31 12:40:00,0,68,False
2015-10-31 12:48:00,0,81,False
2015-10-31 12:56:00,0,72,False
2015-10-31 13:04:00,0,63,False
2015-10-31 13:12:00,0,60,False
2015-10-31 13:20:00,0,59,False
2015-10-31 13:28:00,0,60,False
2015-10-31 13:36:00,0,63,False
2015-10-31 13:44:00,0,61,False
2015-10-31 13:52:00,0,63,False
2015-10-31 14:00:00,0,69,False
2015-10-31 14:08:00,0,64,False
2015-10-31 14:16:00,0,79,False
2015-10-31 14:24:00,0,94,False
2015-10-31 14:32:00,0,92,False
2015-10-31 14:40:00,0,100,False
2015-10-31 14:48:00,0,84,False
2015-10-31 14:56:00,0,70,False
2015-10-31 15:04:00,0,61,False
2015-10-31 15:12:00,0,54,False
2015-10-31 15:20:00,0,50,False
2015-10-31 15:28:00,0,47,False
2015-10-31 15:36:00,0,44,False
2015-10-31 15:44:00,0,47,False
2015-10-31 15:52:00,0,44,False
2015-10-31 16:00:00,0,37,False
2015-11-07 15:04:00,0,17,False
2015-11-07 15:12:00,0,17,False
2015-11-07 15:20:00,0,18,False
2015-11-07 15:28:00,0,18,False
2015-11-07 15:36:00,0,18,False
2015-11-07 15:44:00,0,19,False
2015-11-07 15:52:00,0,21,False
2015-11-07 16:00:00,0,21,False
2015-11-07 16:08:00,0,21,False
2015-11-07 16:16:00,0,22,False
2015-11-07 16:24:00,0,24,False
2015-11-07 16:32:00,0,26,False
2015-11-07 16:40:00,0,27,False
2015-11-07 16:48:00,0,30,False
2015-11-07 16:56:00,0,37,False
2015-11-07 17:04:00,0,35,False
2015-11-07 17:12:00,0,36,False
2015-11-07 17:20:00,0,40,False
2015-11-07 17:28:00,0,49,False
2015-11-07 17:36:00,0,50,False
2015-11-07 17:44:00,0,51,False
2015-11-07 17:52:00,0,50,False
2015-11-07 18:00:00,0,50,False
2015-11-07 18:08:00,0,52,False
2015-11-07 18:16:00,0,55,False
2015-11-07 18:24:00,0,52,False
2015-11-07 18:32:00,0,54,False
2015-11-07 18:40:00,0,67,False
2015-11-07 18:48:00,0,69,False
2015-11-07 18:56:00,0,70,False
2015-11-07 19:04:00,0,69,False
2015-11-07 19:12:00,0,79,False
2015-11-07 19:20:00,0,100,False
2015-11-07 19:28:00,0,98,False
2015-11-07 19:36:00,0,79,False
2015-11-07 19:44:00,0,69,False
2015-11-07 19:52:00,0,64,False
2015-11-07 20:00:00,0,57,False
2015-11-07 20:08:00,0,51,False
2015-11-07 20:16:00,0,50,False
2015-11-07 20:24:00,0,45,False
2015-11-07 20:32:00,0,43,False
2015-11-07 20:40:00,0,41,False
2015-11-07 20:48:00,0,40,False
2015-11-07 20:56:00,0,39,False
2015-11-21 13:04:00,0,36,False
2015-11-21 13:12:00,0,37,False
2015-11-21 13:20:00,0,37,False
2015-11-21 13:28:00,0,39,False
2015-11-21 13:36:00,0,40,False
2015-11-21 13:44:00,0,40,False
2015-11-21 13:52:00,0,42,False
2015-11-21 14:00:00,0,50,False
2015-11-21 14:08:00,0,46,False
2015-11-21 14:16:00,0,45,False
2015-11-21 14:24:00,0,44,False
2015-11-21 14:32:00,0,57,False
2015-11-21 14:40:00,0,63,False
2015-11-21 14:48:00,0,68,False
2015-11-21 14:56:00,0,88,False
2015-11-21 15:04:00,0,85,False
2015-11-21 15:12:00,0,84,False
2015-11-21 15:20:00,0,81,False
2015-11-21 15:28:00,0,81,False
2015-11-21 15:36:00,0,82,False
2015-11-21 15:44:00,0,90,False
2015-11-21 15:52:00,0,76,False
2015-11-21 16:00:00,0,83,False
2015-11-21 16:08:00,0,87,False
2015-11-21 16:16:00,0,94,False
2015-11-21 16:24:00,0,93,False
2015-11-21 16:32:00,0,88,False
2015-11-21 16:40:00,0,89,False
2015-11-21 16:48:00,0,100,False
2015-11-21 16:56:00,0,96,False
2015-11-21 17:04:00,0,77,False
2015-11-21 17:12:00,0,66,False
2015-11-21 17:20:00,0,59,False
2015-11-21 17:28:00,0,58,False
2015-11-21 17:36:00,0,56,False
2015-11-21 17:44:00,0,55,False
2015-11-21 17:52:00,0,57,False
2015-11-21 18:00:00,0,55,False
2015-11-21 18:08:00,0,61,False
2015-11-21 18:16:00,0,53,False
2015-11-21 18:24:00,0,49,False
2015-11-21 18:32:00,0,47,False
2015-11-21 18:40:00,0,48,False
2015-11-21 18:48:00,0,49,False
2015-11-21 18:56:00,0,47,False
2015-11-29 10:00:00,0,28,False
2015-11-29 10:08:00,0,29,False
2015-11-29 10:16:00,0,31,False
2015-11-29 10:24:00,0,33,False
2015-11-29 10:32:00,0,33,False
2015-11-29 10:40:00,0,32,False
2015-11-29 10:48:00,0,36,False
2015-11-29 10:56:00,0,41,False
2015-11-29 11:04:00,0,45,False
2015-11-29 11:12:00,0,46,False
2015-11-29 11:20:00,0,47,False
2015-11-29 11:28:00,0,51,False
2015-11-29 11:36:00,0,56,False
2015-11-29 11:44:00,0,66,False
2015-11-29 11:52:00,0,80,False
2015-11-29 12:00:00,0,100,False
2015-11-29 12:08:00,0,91,False
2015-11-29 12:16:00,0,84,False
2015-11-29 12:24:00,0,81,False
2015-11-29 12:32:00,0,75,False
2015-11-29 12:40:00,0,72,False
2015-11-29 12:48:00,0,76,False
2015-11-29 12:56:00,0,76,False
2015-11-29 13:04:00,0,80,False
2015-11-29 13:12:00,0,83,False
2015-11-29 13:20:00,0,86,False
2015-11-29 13:28:00,0,81,False
2015-11-29 13:36:00,0,83,False
2015-11-29 13:44:00,0,84,False
2015-11-29 13:52:00,0,95,False
2015-11-29 14:00:00,0,81,False
2015-11-29 14:08:00,0,71,False
2015-11-29 14:16:00,0,61,False
2015-11-29 14:24:00,0,55,False
2015-11-29 14:32:00,0,50,False
2015-11-29 14:40:00,0,48,False
2015-11-29 14:48:00,0,45,False
2015-11-29 14:56:00,0,42,False
2015-11-29 15:04:00,0,42,False
2015-11-29 15:12:00,0,39,False
2015-11-29 15:20:00,0,37,False
2015-11-29 15:28:00,0,36,False
2015-11-29 15:36:00,0,36,False
2015-11-29 15:44:00,0,35,False
2015-11-29 15:52:00,0,35,False
2015-11-29 16:00:00,0,35,False
2015-12-05 15:04:00,0,20,False
2015-12-05 15:12:00,0,21,False
2015-12-05 15:20:00,0,20,False
2015-12-05 15:28:00,0,22,False
2015-12-05 15:36:00,0,22,False
2015-12-05 15:44:00,0,24,False
2015-12-05 15:52:00,0,24,False
2015-12-05 16:00:00,0,23,False
2015-12-05 16:08:00,0,24,False
2015-12-05 16:16:00,0,25,False
2015-12-05 16:24:00,0,28,False
2015-12-05 16:32:00,0,32,False
2015-12-05 16:40:00,0,30,False
2015-12-05 16:48:00,0,35,False
2015-12-05 16:56:00,0,41,False
2015-12-05 17:04:00,0,38,False
2015-12-05 17:12:00,0,38,False
2015-12-05 17:20:00,0,42,False
2015-12-05 17:28:00,0,51,False
2015-12-05 17:36:00,0,51,False
2015-12-05 17:44:00,0,52,False
2015-12-05 17:52:00,0,52,False
2015-12-05 18:00:00,0,51,False
2015-12-05 18:08:00,0,52,False
2015-12-05 18:16:00,0,53,False
2015-12-05 18:24:00,0,51,False
2015-12-05 18:32:00,0,55,False
2015-12-05 18:40:00,0,59,False
2015-12-05 18:48:00,0,60,False
2015-12-05 18:56:00,0,66,False
2015-12-05 19:04:00,0,71,False
2015-12-05 19:12:00,0,85,False
2015-12-05 19:20:00,0,100,False
2015-12-05 19:28:00,0,89,False
2015-12-05 19:36:00,0,73,False
2015-12-05 19:44:00,0,65,False
2015-12-05 19:52:00,0,59,False
2015-12-05 20:00:00,0,53,False
2015-12-05 20:08:00,0,49,False
2015-12-05 20:16:00,0,48,False
2015-12-05 20:24:00,0,44,False
2015-12-05 20:32:00,0,42,False
2015-12-05 20:40:00,0,39,False
2015-12-05 20:48:00,0,37,False
2015-12-05 20:56:00,0,36,False
2015-12-14 18:00:00,0,21,False
2015-12-14 18:08:00,0,21,False
2015-12-14 18:16:00,0,22,False
2015-12-14 18:24:00,0,23,False
2015-12-14 18:32:00,0,24,False
2015-12-14 18:40:00,0,26,False
2015-12-14 18:48:00,0,27,False
2015-12-14 18:56:00,0,30,False
2015-12-14 19:04:00,0,30,False
2015-12-14 19:12:00,0,31,False
2015-12-14 19:20:00,0,32,False
2015-12-14 19:28:00,0,34,False
2015-12-14 19:36:00,0,37,False
2015-12-14 19:44:00,0,41,False
2015-12-14 19:52:00,0,51,False
2015-12-14 20:00:00,0,61,False
2015-12-14 20:08:00,0,59,False
2015-12-14 20:16:00,0,55,False
2015-12-14 20:24:00,0,58,False
2015-12-14 20:32:00,0,67,False
2015-12-14 20:40:00,0,63,False
2015-12-14 20:48:00,0,65,False
2015-12-14 20:56:00,0,66,False
2015-12-14 21:04:00,0,82,False
2015-12-14 21:12:00,0,80,False
2015-12-14 21:20:00,0,78,False
2015-12-14 21:28:00,0,81,False
2015-12-14 21:36:00,0,81,False
2015-12-14 21:44:00,0,80,False
2015-12-14 21:52:00,0,100,False
2015-12-14 22:00:00,0,88,False
2015-12-14 22:08:00,0,70,False
2015-12-14 22:16:00,0,64,False
2015-12-14 22:24:00,0,59,False
2015-12-14 22:32:00,0,54,False
2015-12-14 22:40:00,0,50,False
2015-12-14 22:48:00,0,45,False
2015-12-14 22:56:00,0,44,False
2015-12-14 23:04:00,0,42,False
2015-12-14 23:12:00,0,40,False
2015-12-14 23:20:00,0,39,False
2015-12-14 23:28:00,0,36,False
2015-12-14 23:36:00,0,34,False
2015-12-14 23:44:00,0,33,False
2015-12-14 23:52:00,0,31,False
2015-12-15 00:00:00,0,32,False
2015-12-19 13:04:00,0,33,False
2015-12-19 13:12:00,0,32,False
2015-12-19 13:20:00,0,33,False
2015-12-19 13:28:00,0,35,False
2015-12-19 13:36:00,0,39,False
2015-12-19 13:44:00,0,38,False
2015-12-19 13:52:00,0,40,False
2015-12-19 14:00:00,0,43,False
